timestamp,eyes_detected,drowsiness_score,yawn_detected,looking_away,blink_rate,drowsy_events,yawn_events,looking_away_events
2026-04-14 16:06:19.316,0,0.20,False,False,30.0,0,0,0
2026-04-14 16:06:19.420,0,0.40,False,False,30.0,0,0,0
2026-04-14 16:06:19.489,0,0.60,False,False,30.0,0,0,0
2026-04-14 16:06:19.577,0,0.80,False,False,30.0,0,0,0
2026-04-14 16:06:21.761,0,1.00,False,False,30.0,0,0,0
2026-04-14 16:06:21.830,0,1.00,False,False,30.0,0,0,0
2026-04-14 16:06:21.918,0,1.00,False,False,30.0,0,0,0
2026-04-14 16:06:21.980,0,1.00,False,False,30.0,0,0,0
2026-04-14 16:06:22.055,0,1.00,False,False,30.0,0,0,0
2026-04-14 16:06:22.113,0,1.00,False,False,30.0,0,0,0
2026-04-14 16:06:22.155,0,1.00,False,False,30.0,0,0,0
2026-04-14 16:06:22.194,0,1.00,False,False,30.0,0,0,0
2026-04-14 16:06:22.237,0,1.00,False,False,30.0,0,0,0
2026-04-14 16:06:22.285,0,1.00,False,False,30.0,0,0,0
2026-04-14 16:06:22.345,0,1.00,False,False,30.0,0,0,0
2026-04-14 16:06:22.414,0,1.00,False,False,30.0,0,0,0
2026-04-14 16:06:22.482,0,1.00,False,False,30.0,0,0,0
2026-04-14 16:06:22.532,0,1.00,False,False,30.0,0,0,0
2026-04-14 16:06:22.603,0,1.00,False,False,30.0,0,0,0
2026-04-14 16:06:24.771,0,1.00,False,False,30.0,0,0,0
2026-04-14 16:06:24.843,0,1.00,False,False,30.0,0,0,0
2026-04-14 16:06:24.891,0,1.00,False,False,30.0,0,0,0
2026-04-14 16:06:24.934,0,1.00,False,False,30.0,0,0,0
2026-04-14 16:06:24.981,0,1.00,False,False,30.0,0,0,0
2026-04-14 16:06:25.026,0,1.00,False,False,30.0,0,0,0
2026-04-14 16:06:25.072,0,1.00,False,False,30.0,0,0,0
2026-04-14 16:06:25.120,0,1.00,False,False,30.0,0,0,0
2026-04-14 16:06:25.174,0,1.00,False,False,30.0,0,0,0
2026-04-14 16:06:25.228,0,1.00,False,False,30.0,0,0,0
2026-04-14 16:06:25.278,0,1.00,False,False,30.0,0,0,0
2026-04-14 16:06:25.336,0,1.00,False,False,30.0,0,0,0
2026-04-14 16:06:25.391,0,1.00,False,False,30.0,0,0,0
2026-04-14 16:06:25.448,0,1.00,False,False,30.0,0,0,0
2026-04-14 16:06:25.510,0,1.00,False,False,30.0,0,0,0
2026-04-14 16:06:25.563,0,1.00,False,False,30.0,0,0,0
2026-04-14 16:06:25.611,0,1.00,False,False,30.0,0,0,0
2026-04-14 16:06:27.796,0,1.00,False,False,30.0,0,0,0
2026-04-14 16:06:27.878,0,1.00,False,False,30.0,0,0,0
