timestamp,eyes_detected,drowsiness_score,yawn_detected,looking_away,blink_rate,drowsy_events,yawn_events,looking_away_events
2026-04-15 10:38:13.122,0,0.20,False,False,30.0,0,0,0
2026-04-15 10:38:13.264,0,0.40,False,False,30.0,0,0,0
2026-04-15 10:38:13.318,0,0.60,False,False,30.0,0,0,0
2026-04-15 10:38:13.367,0,0.80,False,False,30.0,0,0,0
2026-04-15 10:38:15.779,0,1.00,False,False,30.0,0,0,0
2026-04-15 10:38:15.881,2,0.80,False,False,30.0,0,0,0
2026-04-15 10:38:16.017,0,1.00,False,False,30,0,0,0
2026-04-15 10:38:16.164,2,0.80,False,False,30,0,0,0
2026-04-15 10:38:16.241,2,0.60,False,False,30,0,0,0
2026-04-15 10:38:16.313,2,0.40,False,False,30,0,0,0
2026-04-15 10:38:16.385,2,0.20,False,False,30,0,0,0
2026-04-15 10:38:16.510,1,0.40,False,False,30,0,0,0
2026-04-15 10:38:16.638,1,0.60,False,False,30,0,0,0
2026-04-15 10:38:16.711,1,0.80,False,False,30,0,0,0
2026-04-15 10:38:18.902,1,1.00,False,False,30,0,0,0
