timestamp,eyes_detected,drowsiness_score,yawn_detected,looking_away,blink_rate,drowsy_events,yawn_events,looking_away_events
2026-04-14 16:01:40.895,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:40.982,0,0.20,False,True,30,0,0,0
2026-04-14 16:01:41.072,1,0.40,False,True,30,0,0,0
2026-04-14 16:01:41.152,1,0.60,False,True,30,0,0,0
2026-04-14 16:01:41.289,1,0.80,False,True,30,0,0,0
2026-04-14 16:01:43.481,1,1.00,False,True,30,0,0,0
2026-04-14 16:01:43.599,2,0.80,False,True,30,0,0,0
2026-04-14 16:01:43.698,2,0.60,False,True,30,0,0,0
2026-04-14 16:01:43.800,2,0.40,False,True,30,0,0,0
2026-04-14 16:01:43.909,2,0.20,False,True,30,0,0,0
2026-04-14 16:01:44.041,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:44.136,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:44.286,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:44.381,1,0.20,False,True,30,0,0,0
2026-04-14 16:01:44.464,1,0.40,False,True,30,0,0,0
2026-04-14 16:01:44.546,1,0.60,False,True,30,0,0,0
2026-04-14 16:01:44.633,2,0.40,False,True,30,0,0,0
2026-04-14 16:01:44.719,2,0.20,False,True,30,0,0,0
2026-04-14 16:01:44.816,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:44.908,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:45.006,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:45.096,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:45.221,3,0.00,False,True,30,0,0,0
2026-04-14 16:01:45.327,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:45.446,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:45.590,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:45.720,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:45.806,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:45.949,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:46.078,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:46.165,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:46.251,1,0.20,False,True,30,0,0,0
2026-04-14 16:01:46.375,1,0.40,False,True,30,0,0,0
2026-04-14 16:01:46.458,2,0.20,False,True,30,0,0,0
2026-04-14 16:01:46.540,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:46.654,1,0.20,False,True,30,0,0,0
2026-04-14 16:01:46.747,1,0.40,False,True,30,0,0,0
2026-04-14 16:01:46.834,1,0.60,False,True,30,0,0,0
2026-04-14 16:01:46.915,2,0.40,False,True,30,0,0,0
2026-04-14 16:01:47.036,2,0.20,False,True,30,0,0,0
2026-04-14 16:01:47.171,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:47.258,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:47.388,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:47.524,1,0.20,False,True,30,0,0,0
2026-04-14 16:01:47.623,1,0.40,False,True,30,0,0,0
2026-04-14 16:01:47.705,1,0.60,False,True,30,0,0,0
2026-04-14 16:01:47.792,1,0.80,False,True,30,0,0,0
2026-04-14 16:01:50.038,1,1.00,False,True,30,0,0,0
2026-04-14 16:01:50.145,2,0.80,False,True,30,0,0,0
2026-04-14 16:01:50.234,2,0.60,False,True,30,0,0,0
2026-04-14 16:01:50.340,2,0.40,False,True,30,0,0,0
2026-04-14 16:01:50.459,3,0.20,False,True,30,0,0,0
2026-04-14 16:01:50.549,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:50.639,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:50.727,1,0.20,False,True,30,0,0,0
2026-04-14 16:01:50.872,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:50.961,3,0.00,False,True,30,0,0,0
2026-04-14 16:01:51.055,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:51.149,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:51.256,1,0.20,False,True,30,0,0,0
2026-04-14 16:01:51.342,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:51.466,1,0.20,False,True,30,0,0,0
2026-04-14 16:01:51.545,1,0.40,False,True,30,0,0,0
2026-04-14 16:01:51.689,2,0.20,False,True,30,0,0,0
2026-04-14 16:01:51.803,0,0.40,False,False,30,0,0,0
2026-04-14 16:01:51.945,3,0.20,False,True,30,0,0,0
2026-04-14 16:01:52.024,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:52.132,1,0.20,False,True,30,0,0,0
2026-04-14 16:01:52.283,0,0.40,False,False,30,0,0,0
2026-04-14 16:01:52.415,2,0.20,False,True,30,0,0,0
2026-04-14 16:01:52.496,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:52.575,1,0.20,False,True,30,0,0,0
2026-04-14 16:01:52.654,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:52.740,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:52.889,0,0.20,False,False,30,0,0,0
2026-04-14 16:01:52.984,0,0.40,False,False,30,0,0,0
2026-04-14 16:01:53.113,1,0.60,False,True,30,0,0,0
2026-04-14 16:01:53.202,1,0.80,False,True,30,0,0,0
2026-04-14 16:01:53.344,2,0.60,False,True,30,0,0,0
2026-04-14 16:01:53.427,1,0.80,False,True,30,0,0,0
2026-04-14 16:01:53.533,3,0.60,False,True,30,0,0,0
2026-04-14 16:01:53.614,1,0.80,False,True,30,0,0,0
2026-04-14 16:01:55.821,1,1.00,False,True,30,0,0,0
2026-04-14 16:01:55.935,3,0.80,False,True,30,0,0,0
2026-04-14 16:01:56.058,2,0.60,False,True,30,0,0,0
2026-04-14 16:01:56.160,3,0.40,False,True,30,0,0,0
2026-04-14 16:01:56.248,2,0.20,False,True,30,0,0,0
2026-04-14 16:01:56.345,3,0.00,False,True,30,0,0,0
2026-04-14 16:01:56.437,3,0.00,False,True,30,0,0,0
2026-04-14 16:01:56.564,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:56.689,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:56.768,3,0.00,False,True,30,0,0,0
2026-04-14 16:01:56.854,1,0.20,False,True,30,0,0,0
2026-04-14 16:01:56.949,1,0.40,False,True,30,0,0,0
2026-04-14 16:01:57.032,2,0.20,False,True,30,0,0,0
2026-04-14 16:01:57.178,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:57.260,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:57.340,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:57.446,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:57.589,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:57.665,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:57.746,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:57.839,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:57.921,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:57.999,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:58.072,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:58.149,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:58.238,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:58.318,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:58.402,0,0.20,False,True,30,0,0,0
2026-04-14 16:01:58.542,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:58.615,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:58.693,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:58.767,2,0.00,False,True,30,0,0,0
2026-04-14 16:01:58.838,0,0.20,False,True,30,0,0,0
2026-04-14 16:01:58.920,0,0.40,False,True,30,0,0,0
2026-04-14 16:01:59.005,0,0.60,False,True,30,0,0,0
2026-04-14 16:01:59.089,0,0.80,False,True,30,0,0,0
2026-04-14 16:01:59.165,2,0.60,False,True,30,0,0,0
2026-04-14 16:01:59.253,1,0.80,False,True,30,0,0,0
2026-04-14 16:01:59.336,2,0.60,False,True,30,0,0,0
2026-04-14 16:01:59.436,3,0.40,False,True,30,0,0,0
2026-04-14 16:01:59.522,2,0.20,False,True,30,0,0,0
2026-04-14 16:01:59.667,0,0.40,False,True,30,0,0,0
2026-04-14 16:01:59.752,0,0.60,False,True,30,0,0,0
2026-04-14 16:01:59.883,3,0.40,False,True,30,0,0,0
2026-04-14 16:02:00.041,3,0.20,False,True,30,0,0,0
2026-04-14 16:02:00.184,2,0.00,False,True,30,0,0,0
2026-04-14 16:02:00.276,2,0.00,False,True,30,0,0,0
2026-04-14 16:02:00.409,0,0.20,False,True,30,0,0,0
2026-04-14 16:02:00.492,0,0.40,False,True,30,0,0,0
2026-04-14 16:02:00.604,3,0.20,False,True,30,0,0,0
2026-04-14 16:02:00.709,3,0.00,False,True,30,0,0,0
2026-04-14 16:02:00.814,2,0.00,False,True,30,0,0,0
2026-04-14 16:02:00.905,2,0.00,False,True,30,0,0,0
2026-04-14 16:02:01.034,1,0.20,False,True,30,0,0,0
2026-04-14 16:02:01.116,2,0.00,False,True,30,0,0,0
2026-04-14 16:02:01.273,2,0.00,False,True,30,0,0,0
2026-04-14 16:02:01.414,3,0.00,False,True,30,0,0,0
2026-04-14 16:02:01.576,2,0.00,False,True,30,0,0,0
2026-04-14 16:02:01.676,2,0.00,False,True,30,0,0,0
2026-04-14 16:02:01.767,1,0.20,False,True,30,0,0,0
2026-04-14 16:02:01.890,2,0.00,False,True,30,0,0,0
2026-04-14 16:02:02.011,0,0.20,False,False,30,0,0,0
2026-04-14 16:02:02.109,0,0.40,False,False,30,0,0,0
2026-04-14 16:02:02.188,0,0.60,False,False,30,0,0,0
2026-04-14 16:02:02.260,0,0.80,False,True,30,0,0,0
2026-04-14 16:02:04.530,0,1.00,False,False,30,0,0,0
2026-04-14 16:02:04.649,3,0.80,False,True,30,0,0,0
2026-04-14 16:02:04.730,2,0.60,False,True,30,0,0,0
2026-04-14 16:02:04.876,2,0.40,False,True,30,0,0,0
2026-04-14 16:02:04.955,2,0.20,False,True,30,0,0,0
2026-04-14 16:02:05.045,2,0.00,False,True,30,0,0,0
2026-04-14 16:02:05.137,2,0.00,False,True,30,0,0,0
2026-04-14 16:02:05.219,3,0.00,False,True,30,0,0,0
2026-04-14 16:02:05.304,2,0.00,False,True,30,0,0,0
2026-04-14 16:02:05.392,3,0.00,False,True,30,0,0,0
2026-04-14 16:02:05.473,3,0.00,False,True,30,0,0,0
2026-04-14 16:02:05.563,3,0.00,False,True,30,0,0,0
2026-04-14 16:02:05.661,2,0.00,False,True,30,0,0,0
2026-04-14 16:02:05.745,2,0.00,False,True,30,0,0,0
2026-04-14 16:02:05.840,2,0.00,False,True,30,0,0,0
2026-04-14 16:02:05.938,2,0.00,False,True,30,0,0,0
2026-04-14 16:02:06.041,2,0.00,False,True,30,0,0,0
2026-04-14 16:02:06.136,2,0.00,False,True,30,0,0,0
2026-04-14 16:02:06.238,2,0.00,False,True,30,0,0,0
2026-04-14 16:02:06.327,2,0.00,False,True,30,0,0,0
2026-04-14 16:02:06.424,2,0.00,False,True,30,0,0,0
2026-04-14 16:02:06.569,2,0.00,False,True,30,0,0,0
2026-04-14 16:02:06.712,0,0.20,False,True,30,0,0,0
2026-04-14 16:02:06.804,1,0.40,False,True,30,0,0,0
2026-04-14 16:02:06.892,1,0.60,False,True,30,0,0,0
2026-04-14 16:02:07.032,2,0.40,False,True,30,0,0,0
2026-04-14 16:02:07.128,2,0.20,False,True,30,0,0,0
2026-04-14 16:02:07.217,1,0.40,False,True,30,0,0,0
2026-04-14 16:02:07.309,0,0.60,False,True,30,0,0,0
2026-04-14 16:02:07.396,0,0.80,False,True,30,0,0,0
2026-04-14 16:02:09.632,0,1.00,False,True,30,0,0,0
