timestamp,eyes_detected,drowsiness_score,yawn_detected,looking_away,blink_rate,drowsy_events,yawn_events,looking_away_events
2026-04-15 10:41:58.727,0,0.20,False,False,30.0,0,0,0
2026-04-15 10:41:58.848,0,0.40,False,False,30.0,0,0,0
2026-04-15 10:41:58.896,0,0.60,False,False,30.0,0,0,0
2026-04-15 10:41:58.957,0,0.80,False,False,30.0,0,0,0
2026-04-15 10:42:01.165,0,1.00,False,False,30.0,0,0,0
2026-04-15 10:42:01.229,0,1.00,False,False,30.0,0,0,0
2026-04-15 10:42:01.300,0,1.00,False,False,30.0,0,0,0
2026-04-15 10:42:01.372,0,1.00,False,False,30.0,0,0,0
2026-04-15 10:42:01.437,0,1.00,False,False,30.0,0,0,0
2026-04-15 10:42:01.492,0,1.00,False,False,30.0,0,0,0
2026-04-15 10:42:01.539,0,1.00,False,False,30.0,0,0,0
2026-04-15 10:42:01.585,0,1.00,False,False,30.0,0,0,0
2026-04-15 10:42:01.630,0,1.00,False,False,30.0,0,0,0
2026-04-15 10:42:01.682,0,1.00,False,False,30.0,0,0,0
2026-04-15 10:42:01.732,0,1.00,False,False,30.0,0,0,0
2026-04-15 10:42:01.778,0,1.00,False,False,30.0,0,0,0
2026-04-15 10:42:01.827,0,1.00,False,False,30.0,0,0,0
2026-04-15 10:42:01.881,0,1.00,False,False,30.0,0,0,0
2026-04-15 10:42:01.961,0,1.00,False,False,30.0,0,0,0
2026-04-15 10:42:04.129,0,1.00,False,False,30.0,0,0,0
2026-04-15 10:42:04.195,0,1.00,False,False,30.0,0,0,0
2026-04-15 10:42:04.240,0,1.00,False,False,30.0,0,0,0
2026-04-15 10:42:04.295,0,1.00,False,False,30.0,0,0,0
2026-04-15 10:42:04.345,0,1.00,False,False,30.0,0,0,0
2026-04-15 10:42:04.395,0,1.00,False,False,30.0,0,0,0
2026-04-15 10:42:04.446,0,1.00,False,False,30.0,0,0,0
2026-04-15 10:42:04.506,0,1.00,False,False,30.0,0,0,0
2026-04-15 10:42:04.562,0,1.00,False,False,30.0,0,0,0
2026-04-15 10:42:04.618,0,1.00,False,False,30.0,0,0,0
2026-04-15 10:42:04.668,0,1.00,False,False,30.0,0,0,0
2026-04-15 10:42:04.716,0,1.00,False,False,30.0,0,0,0
2026-04-15 10:42:04.766,0,1.00,False,False,30.0,0,0,0
2026-04-15 10:42:04.860,0,1.00,False,False,30.0,0,0,0
2026-04-15 10:42:04.921,0,1.00,False,False,30.0,0,0,0
2026-04-15 10:42:04.986,0,1.00,False,False,30.0,0,0,0
2026-04-15 10:42:07.171,0,1.00,False,False,30.0,0,0,0
2026-04-15 10:42:07.260,1,1.00,False,False,30.0,0,0,0
2026-04-15 10:42:07.335,1,1.00,False,False,30.0,0,0,0
2026-04-15 10:42:07.407,1,1.00,False,False,30.0,0,0,0
2026-04-15 10:42:07.485,1,1.00,False,False,30.0,0,0,0
2026-04-15 10:42:07.605,0,1.00,False,False,30.0,0,0,0
2026-04-15 10:42:07.706,0,1.00,False,False,30.0,0,0,0
2026-04-15 10:42:07.782,1,1.00,False,False,30.0,0,0,0
2026-04-15 10:42:07.854,1,1.00,False,False,30.0,0,0,0
2026-04-15 10:42:07.935,2,1.00,False,False,30.0,0,0,0
2026-04-15 10:42:08.047,2,1.00,False,False,30.0,0,0,0
2026-04-15 10:42:10.228,1,1.00,False,False,30,0,0,0
2026-04-15 10:42:10.341,0,1.00,False,False,30,0,0,0
2026-04-15 10:42:10.483,0,1.00,False,False,30,0,0,0
2026-04-15 10:42:10.560,1,1.00,False,False,30,0,0,0
